organizzazione_id,partita_iva,ragione_sociale,categoria_soggetto,settore,sottosettore,sezione,progressivo,codice_elemento,descrizione_elemento,dettaglio,criticita,riferimento,paese,email_contatto,data_estrazione
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),6-ASSET_CRITICI,5,ZNT-SER-01,Piattaforma di serializzazione,Tipo: Applicazione software; classificazione: Riservato; RTO: 120 min; RPO: 5 min; ubicazione: Stabilimento di Paternò - Paternò,CRITICA,Marco Distefano,,m.distefano@zagara-neuro.example,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),6-ASSET_CRITICI,6,ZNT-BCK-01,Backup immutabile in cloud,Tipo: Infrastruttura cloud; classificazione: Riservato; RTO: 240 min; RPO: 60 min; ubicazione: Cloud/infrastruttura di terzi,ALTA,Antonino Scuderi,,a.scuderi@zagara-neuro.example,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),6-ASSET_CRITICI,7,ZNT-ERP-01,ERP gestionale,Tipo: Servizio applicativo cloud; classificazione: Riservato; RTO: 480 min; RPO: 60 min; ubicazione: Cloud/infrastruttura di terzi,ALTA,Antonino Scuderi,,a.scuderi@zagara-neuro.example,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),6-ASSET_CRITICI,8,ZNT-LIMS-01,LIMS controllo qualità,Tipo: Servizio applicativo cloud; classificazione: Strettamente riservato; RTO: 480 min; RPO: 60 min; ubicazione: Cloud/infrastruttura di terzi,ALTA,Marco Distefano,,m.distefano@zagara-neuro.example,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),7-FORNITORI_RILEVANTI,1,C-ZNT-2022-002,Elymsol Energia S.p.A.,Oggetto: servizio ZNT-SRV-PROD; fornitura: Fornitura di energia elettrica; criterio: NON_FUNGIBILE; CPV: 09310000-5; clausole sicurezza: no; DPA: no,CRITICA,06182430824,IT,,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),7-FORNITORI_RILEVANTI,2,C-ZNT-2024-011,TecPot Digital Services S.r.l.,Oggetto: asset ZNT-AD-01; fornitura: Servizi gestiti (MSP); criterio: TIC; CPV: 72600000-6; clausole sicurezza: sì; DPA: sì; dati trattati in: IT,CRITICA,03591720838,IT,,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),7-FORNITORI_RILEVANTI,3,C-ZNT-2024-011,TecPot Digital Services S.r.l.,Oggetto: servizio ZNT-SRV-PROD; fornitura: Servizi di sicurezza gestiti (MSSP/SOC); criterio: TIC; CPV: 72000000-5; clausole sicurezza: sì; DPA: sì; dati trattati in: IT,CRITICA,03591720838,IT,,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),7-FORNITORI_RILEVANTI,4,C-ZNT-2025-007,Alpen Pharma Logistik GmbH,Oggetto: servizio ZNT-SRV-DIST; fornitura: Logistica e trasporto; criterio: NON_FUNGIBILE; CPV: 60000000-8; clausole sicurezza: no; DPA: sì; dati trattati in: DE,ALTA,DE902718364,DE,,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),7-FORNITORI_RILEVANTI,5,C-ZNT-2023-004,Gestionali Etnei S.r.l.,Oggetto: asset ZNT-ERP-01; fornitura: Applicazione in modalità SaaS; criterio: TIC; CPV: 48000000-8; clausole sicurezza: sì; DPA: sì; dati trattati in: IT,ALTA,08124700892,IT,,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),7-FORNITORI_RILEVANTI,6,C-ZNT-2024-019,Helix LabSystems Inc.,Oggetto: asset ZNT-LIMS-01; fornitura: Applicazione in modalità SaaS; criterio: TIC; CPV: 48000000-8; clausole sicurezza: sì; DPA: sì; dati trattati in: US,ALTA,US5093318820,US,,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),7-FORNITORI_RILEVANTI,7,C-ZNT-2024-021,Nuvola Mediterranea Cloud S.p.A.,Oggetto: asset ZNT-BCK-01; fornitura: Infrastruttura cloud (IaaS/PaaS); criterio: TIC; CPV: 72300000-8; clausole sicurezza: sì; DPA: sì; dati trattati in: IT,ALTA,07245910877,IT,,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),8-CATEGORIZZAZIONE,1,ZNT-SRV-DIST,Distribuzione e tracciabilità dei medicinali,Macro-area: Logistica; categoria pre-assegnata: Impatto basso; perimetro NIS: sì; scostamento motivato: BIA 2026: la tracciabilità delle confezioni è obbligatoria; senza di essa i lotti non possono essere distribuiti.,Impatto alto,,,,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),8-CATEGORIZZAZIONE,2,ZNT-SRV-FV,Farmacovigilanza,Macro-area: Monitoraggio e controllo; categoria pre-assegnata: Impatto alto; perimetro NIS: sì,Impatto alto,,,,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),8-CATEGORIZZAZIONE,3,ZNT-SRV-PROD,Produzione di farmaci per terapie neurologiche,Macro-area: Produzione di beni e servizi; categoria pre-assegnata: Impatto medio; perimetro NIS: sì; scostamento motivato: BIA 2026: un fermo della produzione interrompe la fornitura di farmaci salvavita per i pazienti neurologici.,Impatto alto,,,,2026-09-19
1,04738160870,Zagara Neuro Therapeutics S.p.A.,Soggetto essenziale,Settore sanitario,Settore sanitario (senza sottosettori),8-CATEGORIZZAZIONE,4,ZNT-SRV-RD,Ricerca e sviluppo preclinico,"Macro-area: Ricerca, sviluppo e progettazione; categoria pre-assegnata: Impatto medio; perimetro NIS: no",Impatto medio,,,,2026-09-19
